vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},1338,2023-02-16 17:59:32,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.285, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:29.649Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:29.907Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:29.907Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:29.917Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:32.437Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:32.437Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:32.438Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:32.438Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:32.442Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:32.443Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:32.896Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_32__trial_1016__stimulus&secret=dfbd528d-342b-43ec-afa7-0fb40ab38bfa', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1339,2023-02-16 17:59:33,False,,,Response,33,chord_player,6,ModularPage,,143.58.217.131,"{'time_taken': 3.62, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:29.908Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:30.227Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:30.228Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:30.238Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:32.747Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:32.747Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:32.748Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:32.748Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:32.750Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:32.750Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:33.491Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_22__trial_1017__stimulus&secret=f03e92e5-a6e2-481b-8556-ad26b54f2c54', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1340,2023-02-16 17:59:36,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 3.286, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:33.513Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:33.800Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:33.801Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:33.810Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:36.327Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:36.327Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:36.328Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:36.328Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:36.331Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:36.332Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:36.764Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_24__trial_1018__stimulus&secret=15472539-ca34-4954-8c39-6fd864b611de', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1341,2023-02-16 17:59:38,False,,,Response,33,chord_player,6,ModularPage,,143.58.217.131,"{'time_taken': 3.983, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:34.203Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:34.524Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:34.525Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:34.536Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:37.055Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:37.055Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:37.056Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:37.056Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:37.058Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:37.058Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:38.150Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_45__trial_1019__stimulus&secret=31acdea9-3026-4a35-8c0f-6202ae9e9d00', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1342,2023-02-16 17:59:40,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.242, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:37.302Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:37.576Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:37.576Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:37.587Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:40.097Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:40.097Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:40.097Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:40.097Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:40.098Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:40.101Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:40.512Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_18__trial_1020__stimulus&secret=60e9196b-c384-4cba-8e97-44c7aefb366b', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1343,2023-02-16 17:59:42,False,,,Response,33,chord_player,3,ModularPage,,143.58.217.131,"{'time_taken': 3.386, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:38.864Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:39.127Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:39.128Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:39.138Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:41.655Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:41.656Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:41.656Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:41.656Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:41.656Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:41.659Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:42.221Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_29__trial_1021__stimulus&secret=d176b7f7-9f53-4138-aae4-da0c3883900b', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1344,2023-02-16 17:59:44,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.342, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:41.198Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:41.546Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:41.546Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:41.556Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:44.067Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:44.067Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:44.067Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:44.068Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:44.068Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:44.068Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:44.512Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_10__trial_1022__stimulus&secret=d32c5c51-e9ea-44d0-99ee-3c9c3fc28805', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1345,2023-02-16 17:59:46,False,,,Response,33,chord_player,5,ModularPage,,143.58.217.131,"{'time_taken': 3.245, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:42.835Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:43.142Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:43.142Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:43.152Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:45.665Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:45.665Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:45.665Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:45.666Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:45.667Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:45.668Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:46.048Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_50__trial_1023__stimulus&secret=84c05726-0cae-48ea-b138-aa49bdce8e5e', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1346,2023-02-16 17:59:48,False,,,Response,34,chord_player,3,ModularPage,,2.27.225.148,"{'time_taken': 3.024, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:45.225Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:45.505Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:45.505Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:45.514Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:48.017Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:48.017Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:48.017Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:48.018Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:48.021Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:48.021Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:48.214Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_38__trial_1024__stimulus&secret=7e74f81a-dc5b-4290-94db-4afdb2648e49', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1347,2023-02-16 17:59:50,False,,,Response,33,chord_player,2,ModularPage,,143.58.217.131,"{'time_taken': 3.787, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:46.802Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:47.076Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:47.076Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:47.088Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:49.605Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:49.605Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:49.605Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:49.606Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:49.607Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:49.608Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:50.557Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_38__trial_1025__stimulus&secret=c4bd7b21-6ef9-458c-a448-1bd568d38a37', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1348,2023-02-16 17:59:53,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 4.305, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:48.856Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:49.176Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:49.176Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:49.187Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:51.706Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:51.706Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:51.707Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:51.707Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:51.708Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:51.711Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:53.129Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_42__trial_1026__stimulus&secret=602f3915-8617-44c2-8d73-c266452b7db8', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1349,2023-02-16 17:59:54,False,,,Response,33,chord_player,1,ModularPage,,143.58.217.131,"{'time_taken': 3.466, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:51.242Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:51.565Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:51.566Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:51.575Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:54.096Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:54.097Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:54.097Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:54.097Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:54.099Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:54.100Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:54.675Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_30__trial_1027__stimulus&secret=7c6b3f96-8ee5-49e2-82d8-93f2b49817bd', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
